case_id,qid,단계,검색방식,순위,notice_id,공고 제목,내용 관련성(0/1/2),신청 자격(가능/불가/모름),선호 결과(dense/hybrid/같음),이유
case02,q005,B,dense,5,kstartup:178831,[국비지원] AI 기반 서비스 개발·사업화 1인 창업가 캠프 7기 모집,,,,
case02,q005,B,hybrid,1,kstartup:178831,[국비지원] AI 기반 서비스 개발·사업화 1인 창업가 캠프 7기 모집,,,,
case02,q005,B,hybrid,2,kstartup:175817,"[2026 창업지원사업 통합공고 요약본, 챗봇 제공] 지원사업 준비를 AI와 함께 하는 방법",,,,
case02,q005,B,hybrid,3,kstartup:177466,2026 중소기업AI훈련 맞춤 컨설팅 100% 정부지원 프로그램 참여기업 모집모집,,,,
case02,q005,B,hybrid,4,kstartup:179038,[투자연계&사업화] 더인벤션랩 2026 엣지업 크리에이터스 4기 AX/LX Challenge 모집공고,,,,
case02,q005,B,hybrid,5,bizinfo:PBLN_000000000119051,2026년 Startup:D 창업 BuS 참가자 사전 모집 공고(대전창조경제혁신센터),,,,
case03,q016,A,dense,1,bizinfo:PBLN_000000000125768,[경남] 산청군 2026년 일반음식점 시설개선 지원사업 추가 공고,,,,
case03,q016,A,dense,2,bizinfo:PBLN_000000000126339,[경남] 함안군 2026년 식품ㆍ공중위생업소 시설개선비 지원사업 대상업소 추가 모집 공고,,,,
case03,q016,A,dense,3,bizinfo:PBLN_000000000118191,[인천] 2026년 식품진흥기금 융자사업 공고,,,,
case03,q016,A,dense,4,bizinfo:PBLN_000000000125352,[경남] 2026년 하반기 식품진흥기금 융자금 지원계획 공고,,,,
case03,q016,A,dense,5,bizinfo:PBLN_000000000118203,[광주] 2026년 식품진흥기금 융자지원계획 공고,,,,
case03,q016,A,hybrid,1,bizinfo:PBLN_000000000119095,[충남] 2026년 보증기업 위기극복 패키지 지원사업 모집 공고,,,,
case03,q016,A,hybrid,2,bizinfo:PBLN_000000000117309,[경남] 함안군 2026년 소상공인 육성자금(이자) 지원계획 공고,,,,
case03,q016,A,hybrid,3,bizinfo:PBLN_000000000117232,[충남] 2026년 식품진흥기금 시설개선자금 융자계획 공고,,,,
case03,q016,A,hybrid,4,bizinfo:PBLN_000000000125744,[경남] 산청군 2026년 음식점 대상 주방 위생환경개선 지원사업 공고,,,,
case03,q016,A,hybrid,5,bizinfo:PBLN_000000000126080,[경북] 울릉군 2026년 착한가격업소 신규 모집 공고,,,,
case03,q016,B,dense,1,bizinfo:PBLN_000000000118203,[광주] 2026년 식품진흥기금 융자지원계획 공고,,,,
case03,q016,B,dense,2,bizinfo:PBLN_000000000117908,소상공인 경영안정 바우처 지원사업 시행 공고,,,,
case03,q016,B,dense,3,bizinfo:PBLN_000000000118134,[광주] 2026년 중소유통업구조개선자금 지원계획 공고,,,,
case03,q016,B,dense,4,bizinfo:PBLN_000000000125717,2026년 백년소상공인 위생컨설팅 및 환경개선지원 사업 추가 공고,,,,
case03,q016,B,dense,5,bizinfo:PBLN_000000000117563,2026년 중소기업 매출채권팩토링 지원계획 공고,,,,
case03,q016,B,hybrid,1,bizinfo:PBLN_000000000119801,2026년 소상공인(개인사업자) 비즈플러스카드 지원사업 시행 공고,,,,
case03,q016,B,hybrid,2,bizinfo:PBLN_000000000118203,[광주] 2026년 식품진흥기금 융자지원계획 공고,,,,
case03,q016,B,hybrid,3,bizinfo:PBLN_000000000117146,[전남] 2026년 중소기업 육성자금(중소기업 경영안정자금) 지원계획 공고,,,,
case03,q016,B,hybrid,4,bizinfo:PBLN_000000000119802,2026년 소상공인(법인사업자) 비즈플러스카드 지원사업 시행 공고,,,,
case03,q016,B,hybrid,5,bizinfo:PBLN_000000000117908,소상공인 경영안정 바우처 지원사업 시행 공고,,,,
case04,q022,A,dense,1,kstartup:178983,"2026년 크리에이터미디어 콤플렉스 하반기 입주 모집공고(~9/15, 16:00)",,,,
case04,q022,A,dense,2,bizinfo:PBLN_000000000125901,[세종] 2026년 지역특화콘텐츠개발지원 사업 공고 (웹툰콘텐츠분야),,,,
case04,q022,A,dense,3,kstartup:179241,2026년 제6회 SDGs 소셜벤처 챔피언십 참가자 모집 공고,,,,
case04,q022,A,dense,4,bizinfo:PBLN_000000000125979,[전남광주] 순천시 2026년 글로벌 IP 창ㆍ제작 지원사업 모집 공고,,,,
case04,q022,A,dense,5,bizinfo:PBLN_000000000126566,2026년 5차 콘텐츠 제작 지원사업 참여기업 모집 공고,,,,
case04,q022,A,hybrid,1,bizinfo:PBLN_000000000125979,[전남광주] 순천시 2026년 글로벌 IP 창ㆍ제작 지원사업 모집 공고,,,,
case04,q022,A,hybrid,2,bizinfo:PBLN_000000000125901,[세종] 2026년 지역특화콘텐츠개발지원 사업 공고 (웹툰콘텐츠분야),,,,
case04,q022,A,hybrid,3,kstartup:178872,2026 북부 경기문화창조허브 스타트업 입주사 23기 모집 공고,,,,
case04,q022,A,hybrid,4,kstartup:178967,[온라인] AI로 나만의 수익 사이트 만들기｜바이브코딩 실전 클래스,,,,
case04,q022,A,hybrid,5,bizinfo:PBLN_000000000122428,2026년 콘텐츠 기업 노무 컨설팅 참가기업 모집 공고,,,,
case04,q022,B,dense,1,bizinfo:PBLN_000000000126566,2026년 5차 콘텐츠 제작 지원사업 참여기업 모집 공고,,,,
case04,q022,B,dense,2,kstartup:178990,2026 하반기 스타트업·소상공인 언론홍보 무료 기사 배포 지원사업,,,,
case04,q022,B,dense,3,kstartup:178967,[온라인] AI로 나만의 수익 사이트 만들기｜바이브코딩 실전 클래스,,,,
case04,q022,B,dense,4,bizinfo:PBLN_000000000121247,[전남] 2026년 3D프린팅 모형설계 및 후가공 수혜기업 모집 공고,,,,
case04,q022,B,dense,5,bizinfo:PBLN_000000000119567,2026년 농식품 크라우드펀딩 지원사업 공고,,,,
case04,q022,B,hybrid,1,kstartup:178967,[온라인] AI로 나만의 수익 사이트 만들기｜바이브코딩 실전 클래스,,,,
case04,q022,B,hybrid,2,bizinfo:PBLN_000000000122428,2026년 콘텐츠 기업 노무 컨설팅 참가기업 모집 공고,,,,
case04,q022,B,hybrid,3,bizinfo:PBLN_000000000125560,[서울] 서초구 2026년 소상공인 대상 AI 홍보 컨텐츠 제작지원 신청자 모집 공고,,,,
case04,q022,B,hybrid,4,bizinfo:PBLN_000000000121247,[전남] 2026년 3D프린팅 모형설계 및 후가공 수혜기업 모집 공고,,,,
case04,q022,B,hybrid,5,kstartup:176248,2026년 IP디딤돌 프로그램 지원대상 모집 공고,,,,
case05,q021,A,dense,1,kstartup:179182,12대 국가전략기술 분야 기술이전 수요 모집,,,,
case05,q021,A,dense,2,kstartup:179294,2026년 실리콘밸리 GTM(Go-To-Market) 프로그램 창업기업 모집공고,,,,
case05,q021,A,dense,3,bizinfo:PBLN_000000000118122,[울산] 2026년 이전ㆍ창업기업(기술강소기업) 특별보조금 지원사업 공고,,,,
case05,q021,A,dense,4,kstartup:179017,중동상황대응 [수출위기극복 및 대체시장 개척] 심화컨설팅,,,,
case05,q021,A,dense,5,bizinfo:PBLN_000000000125679,[서울] 2026년 중동상황 대응 중소기업 수출위기극복 및 대체시장 개척 심화컨설팅 참여기업 모집 공고,,,,
case05,q021,A,hybrid,1,kstartup:179017,중동상황대응 [수출위기극복 및 대체시장 개척] 심화컨설팅,,,,
case05,q021,A,hybrid,2,bizinfo:PBLN_000000000125679,[서울] 2026년 중동상황 대응 중소기업 수출위기극복 및 대체시장 개척 심화컨설팅 참여기업 모집 공고,,,,
case05,q021,A,hybrid,3,kstartup:179294,2026년 실리콘밸리 GTM(Go-To-Market) 프로그램 창업기업 모집공고,,,,
case05,q021,A,hybrid,4,bizinfo:PBLN_000000000123769,[인천] 2026년 중동 상황 위기 대응 긴급 수출바우처 지원사업 참여기업 모집 공고,,,,
case05,q021,A,hybrid,5,bizinfo:PBLN_000000000121688,2026년 중동피해 긴급지원 지사화사업 참여기업 모집 수정 공고,,,,
case05,q021,B,dense,1,kstartup:179182,12대 국가전략기술 분야 기술이전 수요 모집,,,,
case05,q021,B,dense,2,kstartup:179294,2026년 실리콘밸리 GTM(Go-To-Market) 프로그램 창업기업 모집공고,,,,
case05,q021,B,dense,3,bizinfo:PBLN_000000000118122,[울산] 2026년 이전ㆍ창업기업(기술강소기업) 특별보조금 지원사업 공고,,,,
case05,q021,B,dense,4,bizinfo:PBLN_000000000123769,[인천] 2026년 중동 상황 위기 대응 긴급 수출바우처 지원사업 참여기업 모집 공고,,,,
case05,q021,B,dense,5,bizinfo:PBLN_000000000126165,[울산] 2026년 소상공인 해외상표 출원 지원사업 지원기업 모집 공고,,,,
case05,q021,B,hybrid,1,kstartup:179294,2026년 실리콘밸리 GTM(Go-To-Market) 프로그램 창업기업 모집공고,,,,
case05,q021,B,hybrid,2,bizinfo:PBLN_000000000123769,[인천] 2026년 중동 상황 위기 대응 긴급 수출바우처 지원사업 참여기업 모집 공고,,,,
case05,q021,B,hybrid,3,bizinfo:PBLN_000000000121688,2026년 중동피해 긴급지원 지사화사업 참여기업 모집 수정 공고,,,,
case05,q021,B,hybrid,4,bizinfo:PBLN_000000000126583,2026년 창업도시 조성 프로젝트 울산 벤처빌더 플랫폼(step2) 참여기업 모집 공고,,,,
case05,q021,B,hybrid,5,kstartup:179018,2026년 중동상황 대응 「수출위기 극복 물류지원금」 지원사업 모집,,,,
case06,q013,A,dense,1,bizinfo:PBLN_000000000125929,[전남광주] 2026년 3차 농촌자원 복합산업화 시군 특화자원사업 대상자 모집 공고,,,,
case06,q013,A,dense,2,bizinfo:PBLN_000000000125930,[전남광주] 2026년 3차 농식품 제조ㆍ가공 지원사업 대상자 모집 공고,,,,
case06,q013,A,dense,3,bizinfo:PBLN_000000000119567,2026년 농식품 크라우드펀딩 지원사업 공고,,,,
case06,q013,A,dense,4,bizinfo:PBLN_000000000118556,2026년 디지털커머스 전문기관(소담스퀘어 in 광주) 모집 공고,,,,
case06,q013,A,dense,5,bizinfo:PBLN_000000000126060,2026년 5차 소상공인 온라인쇼핑몰 판매지원(온라인쇼핑몰ㆍ로컬상품관) 참여기업 모집 공고,,,,
case06,q013,A,hybrid,1,bizinfo:PBLN_000000000126060,2026년 5차 소상공인 온라인쇼핑몰 판매지원(온라인쇼핑몰ㆍ로컬상품관) 참여기업 모집 공고,,,,
case06,q013,A,hybrid,2,bizinfo:PBLN_000000000125930,[전남광주] 2026년 3차 농식품 제조ㆍ가공 지원사업 대상자 모집 공고,,,,
case06,q013,A,hybrid,3,bizinfo:PBLN_000000000125929,[전남광주] 2026년 3차 농촌자원 복합산업화 시군 특화자원사업 대상자 모집 공고,,,,
case06,q013,A,hybrid,4,bizinfo:PBLN_000000000126456,[제주] 서귀포시 2026년 4분기 서귀포in정 입점업체 공개모집 공고,,,,
case06,q013,A,hybrid,5,bizinfo:PBLN_000000000125841,[충남] 서천군 2026년 5차 지역특화 농특산물 가공 및 유통시설 지원사업 신청 공고,,,,
case06,q013,B,dense,1,bizinfo:PBLN_000000000119567,2026년 농식품 크라우드펀딩 지원사업 공고,,,,
case06,q013,B,dense,2,bizinfo:PBLN_000000000118556,2026년 디지털커머스 전문기관(소담스퀘어 in 광주) 모집 공고,,,,
case06,q013,B,dense,3,bizinfo:PBLN_000000000126060,2026년 5차 소상공인 온라인쇼핑몰 판매지원(온라인쇼핑몰ㆍ로컬상품관) 참여기업 모집 공고,,,,
case06,q013,B,dense,4,bizinfo:PBLN_000000000126566,2026년 5차 콘텐츠 제작 지원사업 참여기업 모집 공고,,,,
case06,q013,B,dense,5,bizinfo:PBLN_000000000124086,[전남광주] 2026년 뷰티 라이브커머스 활성화지원 참여기업 모집 공고,,,,
case06,q013,B,hybrid,1,bizinfo:PBLN_000000000126060,2026년 5차 소상공인 온라인쇼핑몰 판매지원(온라인쇼핑몰ㆍ로컬상품관) 참여기업 모집 공고,,,,
case06,q013,B,hybrid,2,bizinfo:PBLN_000000000126456,[제주] 서귀포시 2026년 4분기 서귀포in정 입점업체 공개모집 공고,,,,
case06,q013,B,hybrid,3,bizinfo:PBLN_000000000126546,[전북] 군산시 2026년 2차 우수농산물 공동 포장재 디자인 지원사업 신청 공고,,,,
case06,q013,B,hybrid,4,bizinfo:PBLN_000000000125365,2026년 하반기 온라인 K-SEAFOOD 판매 전용관 운영 사업 입점 제품 모집 공고,,,,
case06,q013,B,hybrid,5,bizinfo:PBLN_000000000122173,[경남] 2026년 소상공인 온라인 쇼핑몰 기획전 참여 소상공인 모집 공고,,,,
case07,q026,A,dense,1,kstartup:179125,성남 기후테크 UpSkill 아카데미 Vol.2 - 비즈니스모델 개발과 기술사업화,,,,
case07,q026,A,dense,2,kstartup:179129,BIXPO 2026 스타트업 성장지원 프로그램 참가기업 모집(에너지·기후테크·융복합 분야 100개사),,,,
case07,q026,A,dense,3,kstartup:179062,2026년 한전KPS 창업벤처기업 육성 지원사업 참여기업 모집안내,,,,
case07,q026,A,dense,4,bizinfo:PBLN_000000000126346,[전북] 2026년 2차 에너지산업융복합단지 공동연구장비 활용 및 컨설팅 지원 수혜기업 모집 공고,,,,
case07,q026,A,dense,5,kstartup:179193,2026년 한전KPS 창업벤처기업 육성 지원사업 참여기업 모집안내(연장),,,,
case07,q026,A,hybrid,1,bizinfo:PBLN_000000000125144,[경기] 2026년 에너지기술공유대학(ETU) 산업체 연계 인턴십 참여기업 모집 공고,,,,
case07,q026,A,hybrid,2,bizinfo:PBLN_000000000122625,2026년 무탄소에너지보증사업(해상풍력 맞춤형 보증지원) 공고,,,,
case07,q026,A,hybrid,3,bizinfo:PBLN_000000000126269,2026년 에너지 창업 경연대회 참여자 모집 공고,,,,
case07,q026,A,hybrid,4,bizinfo:PBLN_000000000126222,2026년 재생에너지 금융지원사업 지원 2차 변경 공고,,,,
case07,q026,A,hybrid,5,bizinfo:PBLN_000000000120603,2026년 에너지이용합리화자금 융자사업 공고,,,,
case07,q026,B,dense,1,kstartup:179125,성남 기후테크 UpSkill 아카데미 Vol.2 - 비즈니스모델 개발과 기술사업화,,,,
case07,q026,B,dense,2,bizinfo:PBLN_000000000126346,[전북] 2026년 2차 에너지산업융복합단지 공동연구장비 활용 및 컨설팅 지원 수혜기업 모집 공고,,,,
case07,q026,B,dense,3,bizinfo:PBLN_000000000119834,[광주] 2026년 벤처기업육성자금 지원계획 공고,,,,
case07,q026,B,dense,4,bizinfo:PBLN_000000000126269,2026년 에너지 창업 경연대회 참여자 모집 공고,,,,
case07,q026,B,dense,5,bizinfo:PBLN_000000000126222,2026년 재생에너지 금융지원사업 지원 2차 변경 공고,,,,
case07,q026,B,hybrid,1,bizinfo:PBLN_000000000125144,[경기] 2026년 에너지기술공유대학(ETU) 산업체 연계 인턴십 참여기업 모집 공고,,,,
case07,q026,B,hybrid,2,bizinfo:PBLN_000000000122625,2026년 무탄소에너지보증사업(해상풍력 맞춤형 보증지원) 공고,,,,
case07,q026,B,hybrid,3,bizinfo:PBLN_000000000126269,2026년 에너지 창업 경연대회 참여자 모집 공고,,,,
case07,q026,B,hybrid,4,bizinfo:PBLN_000000000126222,2026년 재생에너지 금융지원사업 지원 2차 변경 공고,,,,
case07,q026,B,hybrid,5,bizinfo:PBLN_000000000120603,2026년 에너지이용합리화자금 융자사업 공고,,,,
case08,q031,A,dense,1,bizinfo:PBLN_000000000118350,2026년 장애인 창업 컨설팅지원 대상자 모집 공고,,,,
case08,q031,A,dense,2,bizinfo:PBLN_000000000125974,[경남] 진주시 2026년 발달장애인 가족창업 컨설팅 지원 모집 공고,,,,
case08,q031,A,dense,3,bizinfo:PBLN_000000000126111,[경북] 2026년 발달장애인 가족창업 특화사업 기업(사업화) 지원사업 모집 연장 공고,,,,
case08,q031,A,dense,4,bizinfo:PBLN_000000000117066,장애인고용개선장려금 사업 공고,,,,
case08,q031,A,dense,5,bizinfo:PBLN_000000000125911,2026년 K-Lifestyle 국내ㆍ외 바이어 초청 구매상담회 참가업체 모집 공고,,,,
case08,q031,A,hybrid,1,bizinfo:PBLN_000000000125974,[경남] 진주시 2026년 발달장애인 가족창업 컨설팅 지원 모집 공고,,,,
case08,q031,A,hybrid,2,bizinfo:PBLN_000000000126111,[경북] 2026년 발달장애인 가족창업 특화사업 기업(사업화) 지원사업 모집 연장 공고,,,,
case08,q031,A,hybrid,3,bizinfo:PBLN_000000000123363,2026년 선도기업 전략직종 직무개발 참여 기업 추가 모집 공고,,,,
case08,q031,A,hybrid,4,bizinfo:PBLN_000000000117066,장애인고용개선장려금 사업 공고,,,,
case08,q031,A,hybrid,5,bizinfo:PBLN_000000000120282,2026년 장애인기업 공공판로(공공입찰ㆍMASㆍ이음장터ㆍ벤처나라ㆍ혁신장터) 컨설팅 지원사업 모집 공고,,,,
case08,q031,B,dense,1,bizinfo:PBLN_000000000118350,2026년 장애인 창업 컨설팅지원 대상자 모집 공고,,,,
case08,q031,B,dense,2,bizinfo:PBLN_000000000125974,[경남] 진주시 2026년 발달장애인 가족창업 컨설팅 지원 모집 공고,,,,
case08,q031,B,dense,3,bizinfo:PBLN_000000000117066,장애인고용개선장려금 사업 공고,,,,
case08,q031,B,dense,4,bizinfo:PBLN_000000000126564,2026년 IBK기업은행 연계 장애인기업(장애인 근로자 및 소상공인) 치료비 지원사업 모집 공고,,,,
case08,q031,B,dense,5,bizinfo:PBLN_000000000123363,2026년 선도기업 전략직종 직무개발 참여 기업 추가 모집 공고,,,,
case08,q031,B,hybrid,1,bizinfo:PBLN_000000000125974,[경남] 진주시 2026년 발달장애인 가족창업 컨설팅 지원 모집 공고,,,,
case08,q031,B,hybrid,2,bizinfo:PBLN_000000000123363,2026년 선도기업 전략직종 직무개발 참여 기업 추가 모집 공고,,,,
case08,q031,B,hybrid,3,bizinfo:PBLN_000000000117066,장애인고용개선장려금 사업 공고,,,,
case08,q031,B,hybrid,4,bizinfo:PBLN_000000000120282,2026년 장애인기업 공공판로(공공입찰ㆍMASㆍ이음장터ㆍ벤처나라ㆍ혁신장터) 컨설팅 지원사업 모집 공고,,,,
case08,q031,B,hybrid,5,bizinfo:PBLN_000000000124046,[대구ㆍ경북] 2026년 사회적가치형 청년 일경험 지원사업 참여기업 모집 공고,,,,
case09,n001,A,dense,1,bizinfo:PBLN_000000000126382,[충북] 괴산군 2026년 착한가격업소 신규 지정 공고,,,,
case09,n001,A,dense,2,bizinfo:PBLN_000000000126234,[서울] 강북구 착한가격업소 지정 신청 공고,,,,
case09,n001,A,dense,3,bizinfo:PBLN_000000000125691,2026년 한식 페스타 부스 참가기업 모집 공고,,,,
case09,n001,A,dense,4,bizinfo:PBLN_000000000125717,2026년 백년소상공인 위생컨설팅 및 환경개선지원 사업 추가 공고,,,,
case09,n001,A,dense,5,bizinfo:PBLN_000000000126385,[충북] 단양군 식품접객업소 냉ㆍ난방기(에어컨) 클리닝 지원사업 참여업소 모집 공고,,,,
case09,n001,A,hybrid,1,bizinfo:PBLN_000000000125942,[부산] 중구 2026년 하반기 착한가격업소 지정 신청 공고,,,,
case09,n001,A,hybrid,2,bizinfo:PBLN_000000000126382,[충북] 괴산군 2026년 착한가격업소 신규 지정 공고,,,,
case09,n001,A,hybrid,3,bizinfo:PBLN_000000000126080,[경북] 울릉군 2026년 착한가격업소 신규 모집 공고,,,,
case09,n001,A,hybrid,4,bizinfo:PBLN_000000000126540,[경북] 청도군 2026년 하반기 착한가격업소 지정 모집 공고,,,,
case09,n001,A,hybrid,5,bizinfo:PBLN_000000000122952,2026년 영세 소상공인 중소금융권 금융비용 지원사업 재공고,,,,
case09,n001,B,dense,1,bizinfo:PBLN_000000000126382,[충북] 괴산군 2026년 착한가격업소 신규 지정 공고,,,,
case09,n001,B,dense,2,bizinfo:PBLN_000000000125717,2026년 백년소상공인 위생컨설팅 및 환경개선지원 사업 추가 공고,,,,
case09,n001,B,dense,3,kstartup:179048,[서초창업스테이션] 서리풀 소상공인 창업 클리닉(9월) - 소상공인 1:1 컨설팅,,,,
case09,n001,B,dense,4,bizinfo:PBLN_000000000122153,[서울] 외식업 경영혁신 컨설팅 지원사업 컨설팅 참여업소 모집 공고,,,,
case09,n001,B,dense,5,bizinfo:PBLN_000000000126436,[대전ㆍ세종] 2026년 하반기 동행축제 우수제품 기획판매전 참여기업 모집 공고(양조장 팝업스토어),,,,
case09,n001,B,hybrid,1,bizinfo:PBLN_000000000126382,[충북] 괴산군 2026년 착한가격업소 신규 지정 공고,,,,
case09,n001,B,hybrid,2,bizinfo:PBLN_000000000126080,[경북] 울릉군 2026년 착한가격업소 신규 모집 공고,,,,
case09,n001,B,hybrid,3,bizinfo:PBLN_000000000126540,[경북] 청도군 2026년 하반기 착한가격업소 지정 모집 공고,,,,
case09,n001,B,hybrid,4,bizinfo:PBLN_000000000122952,2026년 영세 소상공인 중소금융권 금융비용 지원사업 재공고,,,,
case09,n001,B,hybrid,5,bizinfo:PBLN_000000000117223,[대전] 2026년 1차 소상공인 초저금리 특별자금 지원 계획 공고,,,,
case10,n002,A,dense,1,kstartup:176316,2026년 창업·벤처 녹색융합클러스터 그린아이디어랩 비상주오피스 이용자 모집,,,,
case10,n002,A,dense,2,kstartup:179130,2026년 서울창업센터 관악 관악S밸리 창업 페스티벌 '창업 아이디어 경진대회' 참가자 모집,,,,
case10,n002,A,dense,3,kstartup:179235,창업·벤처 녹색융합클러스터 그린아이디어랩(비상주오피스) 청년 이용자 모집,,,,
case10,n002,A,dense,4,kstartup:179282,2026 글로컬 Angelwave IR Camp,,,,
case10,n002,A,dense,5,kstartup:178831,[국비지원] AI 기반 서비스 개발·사업화 1인 창업가 캠프 7기 모집,,,,
case10,n002,A,hybrid,1,bizinfo:PBLN_000000000126372,[전북] 군산시 2026년 청년창업플랫폼 예비창업자 모집 공고,,,,
case10,n002,A,hybrid,2,kstartup:175366,SK하이닉스청년창업파크 입주기업 모집(상시모집),,,,
case10,n002,A,hybrid,3,kstartup:178453,[영산대학교 창업보육센터] 2026년 신규입주기업 모집 공고,,,,
case10,n002,A,hybrid,4,kstartup:178786,「2026년 강소특구 이노테크 발굴 및 창업지원사업」예비 창업자 사업화 지원 모집 공고,,,,
case10,n002,A,hybrid,5,kstartup:178792,2026년 경기도일자리재단 1인 창조기업 지원센터 하반기 신규 기업 모집,,,,
case10,n002,B,dense,1,kstartup:176316,2026년 창업·벤처 녹색융합클러스터 그린아이디어랩 비상주오피스 이용자 모집,,,,
case10,n002,B,dense,2,kstartup:179235,창업·벤처 녹색융합클러스터 그린아이디어랩(비상주오피스) 청년 이용자 모집,,,,
case10,n002,B,dense,3,kstartup:179282,2026 글로컬 Angelwave IR Camp,,,,
case10,n002,B,dense,4,kstartup:178831,[국비지원] AI 기반 서비스 개발·사업화 1인 창업가 캠프 7기 모집,,,,
